GFLOPs (@1GHz),Utilization,Cycles,Energy,EDP(J*cycle),Area,mac,psum_spad,weights_spad,ifmap_spad,shared_glb,DRAM,Total,Layer Number,Name,Group,Residual Block Number,Mamba Block,Layer Type,C,G,M,N,P,Q,R,S
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,120,layers_24_mixer_in_proj,layers,24.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,122,layers_24_mixer_x_proj,layers,24.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,123,layers_24_mixer_dt_proj,layers,24.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,124,layers_24_mixer_out_proj,layers,24.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,125,layers_25_mixer_in_proj,layers,25.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,127,layers_25_mixer_x_proj,layers,25.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,128,layers_25_mixer_dt_proj,layers,25.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,129,layers_25_mixer_out_proj,layers,25.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,130,layers_26_mixer_in_proj,layers,26.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,132,layers_26_mixer_x_proj,layers,26.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,133,layers_26_mixer_dt_proj,layers,26.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,134,layers_26_mixer_out_proj,layers,26.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,135,layers_27_mixer_in_proj,layers,27.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,137,layers_27_mixer_x_proj,layers,27.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,138,layers_27_mixer_dt_proj,layers,27.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,139,layers_27_mixer_out_proj,layers,27.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,140,layers_28_mixer_in_proj,layers,28.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,142,layers_28_mixer_x_proj,layers,28.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,143,layers_28_mixer_dt_proj,layers,28.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,144,layers_28_mixer_out_proj,layers,28.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,145,layers_29_mixer_in_proj,layers,29.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,147,layers_29_mixer_x_proj,layers,29.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,148,layers_29_mixer_dt_proj,layers,29.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,149,layers_29_mixer_out_proj,layers,29.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,150,layers_30_mixer_in_proj,layers,30.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,152,layers_30_mixer_x_proj,layers,30.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,153,layers_30_mixer_dt_proj,layers,30.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,154,layers_30_mixer_out_proj,layers,30.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,155,layers_31_mixer_in_proj,layers,31.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,157,layers_31_mixer_x_proj,layers,31.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,158,layers_31_mixer_dt_proj,layers,31.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,159,layers_31_mixer_out_proj,layers,31.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,160,layers_32_mixer_in_proj,layers,32.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,162,layers_32_mixer_x_proj,layers,32.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,163,layers_32_mixer_dt_proj,layers,32.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,164,layers_32_mixer_out_proj,layers,32.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,165,layers_33_mixer_in_proj,layers,33.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,167,layers_33_mixer_x_proj,layers,33.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,168,layers_33_mixer_dt_proj,layers,33.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,169,layers_33_mixer_out_proj,layers,33.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,170,layers_34_mixer_in_proj,layers,34.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,172,layers_34_mixer_x_proj,layers,34.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,173,layers_34_mixer_dt_proj,layers,34.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,174,layers_34_mixer_out_proj,layers,34.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,175,layers_35_mixer_in_proj,layers,35.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,177,layers_35_mixer_x_proj,layers,35.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,178,layers_35_mixer_dt_proj,layers,35.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,179,layers_35_mixer_out_proj,layers,35.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,180,layers_36_mixer_in_proj,layers,36.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,182,layers_36_mixer_x_proj,layers,36.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,183,layers_36_mixer_dt_proj,layers,36.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,184,layers_36_mixer_out_proj,layers,36.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,185,layers_37_mixer_in_proj,layers,37.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,187,layers_37_mixer_x_proj,layers,37.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,188,layers_37_mixer_dt_proj,layers,37.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,189,layers_37_mixer_out_proj,layers,37.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,190,layers_38_mixer_in_proj,layers,38.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,192,layers_38_mixer_x_proj,layers,38.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,193,layers_38_mixer_dt_proj,layers,38.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,194,layers_38_mixer_out_proj,layers,38.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,195,layers_39_mixer_in_proj,layers,39.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,197,layers_39_mixer_x_proj,layers,39.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,198,layers_39_mixer_dt_proj,layers,39.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,199,layers_39_mixer_out_proj,layers,39.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,200,layers_40_mixer_in_proj,layers,40.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,202,layers_40_mixer_x_proj,layers,40.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,203,layers_40_mixer_dt_proj,layers,40.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,204,layers_40_mixer_out_proj,layers,40.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,205,layers_41_mixer_in_proj,layers,41.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,207,layers_41_mixer_x_proj,layers,41.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,208,layers_41_mixer_dt_proj,layers,41.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,209,layers_41_mixer_out_proj,layers,41.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,210,layers_42_mixer_in_proj,layers,42.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,212,layers_42_mixer_x_proj,layers,42.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,213,layers_42_mixer_dt_proj,layers,42.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,214,layers_42_mixer_out_proj,layers,42.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,215,layers_43_mixer_in_proj,layers,43.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,217,layers_43_mixer_x_proj,layers,43.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,218,layers_43_mixer_dt_proj,layers,43.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,219,layers_43_mixer_out_proj,layers,43.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,220,layers_44_mixer_in_proj,layers,44.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,222,layers_44_mixer_x_proj,layers,44.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,223,layers_44_mixer_dt_proj,layers,44.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,224,layers_44_mixer_out_proj,layers,44.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,225,layers_45_mixer_in_proj,layers,45.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,227,layers_45_mixer_x_proj,layers,45.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,228,layers_45_mixer_dt_proj,layers,45.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,229,layers_45_mixer_out_proj,layers,45.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,230,layers_46_mixer_in_proj,layers,46.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,232,layers_46_mixer_x_proj,layers,46.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,233,layers_46_mixer_dt_proj,layers,46.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,234,layers_46_mixer_out_proj,layers,46.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,786432,630.58,4.96e+02,0.00,207.69,470.04,1930.72,108.69,49.26,64052.08,66818.49,235,layers_47_mixer_in_proj,layers,47.0,mixer,in_proj,1536,1,6144,1,1,1,1,1
24.00,7.14%,32768,26.46,8.67e-01,0.00,207.69,470.29,1930.72,106.84,50.37,64520.83,67286.75,237,layers_47_mixer_x_proj,layers,47.0,mixer,x_proj,3072,1,128,1,1,1,1,1
23.88,7.14%,24576,19.87,4.88e-01,0.00,207.69,439.12,1930.72,101.35,20.19,64687.50,67386.58,238,layers_47_mixer_dt_proj,layers,47.0,mixer,dt_proj,96,1,3072,1,1,1,1,1
24.00,7.14%,393216,315.30,1.24e+02,0.00,207.69,470.93,1930.72,106.84,41.66,64062.50,66820.35,239,layers_47_mixer_out_proj,layers,47.0,mixer,out_proj,3072,1,1536,1,1,1,1,1
23.99,7.14%,6435840,5161.13,3.32e+04,0.00,207.69,483.00,1930.72,101.33,62.25,64042.94,66827.93,240,lm_head,lm,,,head,1536,1,50280,1,1,1,1,1
